Sondeo,N,X,Y,Z
SM-67-P1,27,477857.4,2036377.24,-45.845
SM-05-B1,0,478828.2306,2036140.498,-11.693
SM-35 P2,27,,,-30.15
SM-35 P2,27,,,-44.325
SM-62 P2,27,,,-4.275
SM-62 P2,27,,,-29.475
SM-72-P2,27,479543.59,2036219.22,-18.385
SM-72-P2,27,479543.59,2036219.22,-20.635
SM-02-B1,27,479959.6533,2036162.012,-18.031
SM-02-B1,27,479959.6533,2036162.012,-19.381
SM-02-B1,27,479959.6533,2036162.012,-23.881
SM-19-P1,27,477471.6,2036261.55,-33.945
SM-51-P1,27,477639.95,2037631.92,-0.75
SM-51-P1,27,477639.95,2037631.92,-46.875
SM-51-P1,27,477639.95,2037631.92,-49.575
SM-51-P1,27,477639.95,2037631.92,-52.725
SM-51-P1,27,477639.95,2037631.92,-52.95
SM-51-P1,27,477639.95,2037631.92,-53.175
SM-51-P1,27,477639.95,2037631.92,-53.85
SM-51-P1,27,477639.95,2037631.92,-56.1
SM-36-P2,27,478362.19,2036503.28,-11.305
SM-36-P2,27,478362.19,2036503.28,-15.355
SM-36-P2,27,478362.19,2036503.28,-19.18
SM-36-P2,27,478362.19,2036503.28,-22.105
SM-36-P2,27,478362.19,2036503.28,-25.705
SM-36-P2,27,478362.19,2036503.28,-28.63
SM-10-B2,27,480515.3,2036275.1,-5.855
SM-10-B2,27,480515.3,2036275.1,-15.755
SM-10-B2,27,480515.3,2036275.1,-27.905
SM-10-B2,27,480515.3,2036275.1,-29.705
SM-10-B2,27,480515.3,2036275.1,-32.855
SM-10-B2,27,480515.3,2036275.1,-39.155
SM-07-B1,27,477905.7673,2036203.22,-23.4414
SM-55-P2,27,479329.18,2037687.79,-31.765
SM-66-P1,27,477629.99,2036277.02,-20.715
SM-66-P1,27,477629.99,2036277.02,-20.94
SM-66-P1,27,477629.99,2036277.02,-21.165
SM-52-P1,27,478098.81,2037573.26,-1.655
SM-52-P1,27,478098.81,2037573.26,-21.905
SM-52-P1,27,478098.81,2037573.26,-32.255
SM-53-P2,27,478414.1,2037512.4,-9.59
SM-53-P2,27,478414.1,2037512.4,-23.315
SM-53-P2,27,478414.1,2037512.4,-23.99
SM-53-P2,27,478414.1,2037512.4,-28.265
SM-53-P2,27,478414.1,2037512.4,-34.115
SM-53-P2,27,478414.1,2037512.4,-41.315
SM-14-P2,27,479685.63,2037378.89,-27.21
SM-14-P2,27,479685.63,2037378.89,-27.66
SM-14-P2,27,479685.63,2037378.89,-28.335
SM-14-P2,27,479685.63,2037378.89,-38.685
SM-14-P2,27,479685.63,2037378.89,-38.91
SM-14-P2,27,479685.63,2037378.89,-39.135
SM-14-P2,27,479685.63,2037378.89,-39.36
SM-14-P2,27,479685.63,2037378.89,-39.585
SM-14-P2,27,479685.63,2037378.89,-40.26
SM-14-P2,27,479685.63,2037378.89,-41.385
SM-37-P2,27,479213.08,2036499.92,1.04
SM-37-P2,27,479213.08,2036499.92,-18.985
SM-44-P1,27,477193.08,2038327.98,-7.75
SM-44-P1,27,477189.844,2038327.449,-7.8
SM-47-P1,27,478006.01,2038293.04,-11.345
SM-07-B2,27,,,-20.925
SM-07-B2,27,,,-21.6
SM-07-B2,27,,,-26.55
SM-01-B1,27,480286.37,2036030.34,-4.305
SM-01-B1,27,480286.37,2036030.34,-9.255
SM-20-P1,27,477576.5,2038152.22,-2.34
SM-20-P1,27,477574.978,2038153.565,-2.41
SM-20-P1,27,477576.5,2038152.22,-2.79
SM-20-P1,27,477574.978,2038153.565,-2.86
SM-20-P1,27,477576.5,2038152.22,-22.59
SM-20-P1,27,477574.978,2038153.565,-22.66
SM-20-P1,27,477576.5,2038152.22,-38.115
SM-20-P1,27,477574.978,2038153.565,-38.185
SM-69-P2,27,478614.71,2036398.52,-20.665
SM-57-P1,27,477640.14,2037208.59,-37.575
SM-74-P3,27,480593.73,2036997.8,-28.085
SM-74-P3,27,480593.73,2036997.8,-28.31
SM-74-P3,27,480593.73,2036997.8,-28.535
SM-74-P3,27,480593.73,2036997.8,-29.435
SM-74-P3,27,480593.73,2036997.8,-30.56
SM-74-P3,27,480593.73,2036997.8,-39.335
SM-74-P3,27,480593.73,2036997.8,-43.835
SM-74-P3,27,480593.73,2036997.8,-44.735
SM-42-P1,27,477982.94,2038550.48,-2.47
SM-42-P1,27,477982.94,2038550.48,-4.495
SM-42-P1,27,477982.94,2038550.48,-6.52
SM-42-P1,27,477982.94,2038550.48,-11.92
SM-42-P1,27,477982.94,2038550.48,-13.945
SM-42-P1,27,477982.94,2038550.48,-15.07
SM-42-P1,27,477982.94,2038550.48,-20.47
SM-38-P2,27,479622.12,2036497.16,-27.035
SM-38-P2,27,479622.12,2036497.16,-32.435
SM-63-P1,27,477393.97,2036611.25,-34.84
SM-63-P1,27,477393.97,2036611.25,-39.79
SM-09-B2,27,480263.7,2036758.9,-16.055
SM-09-B2,27,480263.7,2036758.9,-19.655
SM-76-P3,27,481243.38,2036665.86,4.91
SM-76-P3,27,481243.38,2036665.86,-39.19
SM-29-P2,27,479601.03,2037189.73,-17.355
SM-29-P2,27,479601.03,2037189.73,-20.505
SM-29-P2,27,479601.03,2037189.73,-20.73
SM-29-P2,27,479601.03,2037189.73,-20.955
SM-29-P2,27,479601.03,2037189.73,-39.855
SM-15-P2,27,479132.63,2036864.69,-16.065
SM-26-P2,26.5,478399.31,2037192.67,-28.14
SM-26-P2,26.5,478399.31,2037192.67,-36.24
SM-34-P2,26.5,479861.49,2036907.43,-27.59
SM-34-P2,26.5,479861.49,2036907.43,-34.34
SM-12-B1,26.5,477096.67,2038479.67,-13.02
SM-03-B1,26.5,479599.92,2035977.75,-14.91
SM-41-P1,26.5,477763.79,2038599.78,-21.92
SM-48-P1,26.5,477235.12,2038040.99,-21.44
SM-39-P2,26.5,480204.54,2036551.45,-25.33
SM-06-B2,26.5,,,-22.5
SM-54-P2,26.5,478894.52,2037846.9,-21.93
SM-54-P2,26.5,478894.52,2037846.9,-22.38
SM-05-B2,26.5,478555.9,2037889.6,-23.47
SM-24-P2,26.5,479387.3,2037585.89,-19.25
SM-50-P1,26.5,477300,2037635,-12.34
SM-31-P2,26.5,478600.11,2036846.19,-3.72
SM-31-P2,26.5,478600.11,2036846.19,-22.17
SM-31-P2,26.5,478600.11,2036846.19,-24.42
SM-23-P2,26.5,478975.93,2037540.89,-17.22
SM-105-P2,26.5,,,-63
SM-49-P1,26.5,477572.34,2038055.4,-7.13
SM-45-P1,26.5,477444.49,2038334.58,-32.11
SM-17-P2,26.5,479997.31,2036524.08,-35.23
SM-18-P1,26.5,477502.42,2036933.38,-28.47
SM-18-P1,26.5,477502.42,2036933.38,-40.62
SM-67-P1,26.5,477857.4,2036377.24,-31.67
SM-67-P1,26.5,477857.4,2036377.24,-44.72
SM-05-B1,0.5,478828.2306,2036140.498,-11.918
SM-35 P2,26.5,,,-15.3
SM-35 P2,26.5,,,-19.35
SM-35 P2,26.5,,,-34.65
SM-62 P2,26.5,,,-11.7
SM-62 P2,26.5,,,-25.2
SM-62 P2,26.5,,,-28.35
SM-72-P2,26.5,479543.59,2036219.22,-5.11
SM-02-B1,26.5,479959.6533,2036162.012,-16.456
SM-19-P1,26.5,477471.6,2036261.55,-16.17
SM-19-P1,26.5,477471.6,2036261.55,-36.87
SM-19-P1,26.5,477471.6,2036261.55,-50.37
SM-51-P1,26.5,477639.95,2037631.92,-26.85
SM-51-P1,26.5,477639.95,2037631.92,-30.45
SM-51-P1,26.5,477639.95,2037631.92,-45.3
SM-36-P2,26.5,478362.19,2036503.28,-21.88
SM-36-P2,26.5,478362.19,2036503.28,-24.58
SM-36-P2,26.5,478362.19,2036503.28,-30.88
SM-07-B1,26.5,477905.7673,2036203.22,-8.3664
SM-55-P2,26.5,479329.18,2037687.79,-18.04
SM-25-P2,26.5,479793.28,2037531.65,-16.25
SM-06-B1,26.5,478330.36,2036080.3,-17.88
SM-06-B1,26.5,478330.36,2036080.3,-20.13
SM-66-P1,26.5,477629.99,2036277.02,-18.69
SM-66-P1,26.5,477629.99,2036277.02,-34.44
SM-10-B1,26.5,477226.3,2037121.54,-9.8
SM-53-P2,26.5,478414.1,2037512.4,-36.59
SM-14-P2,26.5,479685.63,2037378.89,-33.96
SM-37-P2,26.5,479213.08,2036499.92,-15.16
SM-37-P2,26.5,479213.08,2036499.92,-21.46
SM-37-P2,26.5,479213.08,2036499.92,-42.16
SM-44-P1,26.5,477193.08,2038327.98,3.05
SM-44-P1,26.5,477189.844,2038327.449,3
SM-70-P3,26.5,481498.09,2036695.19,-13.23
SM-69-P2,26.5,478614.71,2036398.52,-18.19
SM-69-P2,26.5,478614.71,2036398.52,-23.59
SM-74-P3,26.5,480593.73,2036997.8,-28.76
SM-74-P3,26.5,480593.73,2036997.8,-29.21
SM-42-P1,26.5,477982.94,2038550.48,-0.67
SM-42-P1,26.5,477982.94,2038550.48,-3.37
SM-42-P1,26.5,477982.94,2038550.48,-4.27
SM-42-P1,26.5,477982.94,2038550.48,-6.07
SM-42-P1,26.5,477982.94,2038550.48,-18.22
SM-21-P3,26,481503.78,2037018.87,-16.635
SM-21-P3,26,481503.78,2037018.87,-31.26
SM-26-P2,26,478399.31,2037192.67,-27.465
SM-26-P2,26,478399.31,2037192.67,-32.865
SM-26-P2,26,478399.31,2037192.67,-33.765
SM-26-P2,26,478399.31,2037192.67,-35.115
SM-26-P2,26,478399.31,2037192.67,-36.465
SM-26-P2,26,478399.31,2037192.67,-37.14
SM-26-P2,26,478399.31,2037192.67,-42.09
SM-26-P2,26,478399.31,2037192.67,-42.765
SM-26-P2,26,478399.31,2037192.67,-52.89
SM-34-P2,26,479861.49,2036907.43,-43.79
SM-12-B1,26,477096.67,2038479.67,-8.52
SM-12-B1,26,477096.67,2038479.67,-11.67
SM-12-B1,26,477096.67,2038479.67,-22.695
SM-43-P1,26,478112.67,2038510.48,3.57
SM-43-P1,26,478109.666,2038510.974,3.45
SM-40-P1,26,477608.176,2038623.913,-4.03
SM-11-B1,26,477167.57,2037681.46,-5.795
SM-11-B1,26,477167.57,2037681.46,-21.095
SM-41-P1,26,477763.79,2038599.78,-1.895
SM-41-P1,26,477763.79,2038599.78,-10.67
SM-41-P1,26,477763.79,2038599.78,-18.995
SM-41-P1,26,477763.79,2038599.78,-33.395
SM-32-P2,26,479000.45,2036846.64,-20.415
SM-32-P2,26,479000.45,2036846.64,-28.74
SM-65-P1,26,477374.93,2036265.02,-6.29
SM-65-P1,26,477374.93,2036265.02,-26.315
SM-65-P1,26,477374.93,2036265.02,-26.54
SM-65-P1,26,477374.93,2036265.02,-26.765
SM-65-P1,26,477374.93,2036265.02,-30.815
SM-65-P1,26,477374.93,2036265.02,-32.615
SM-48-P1,26,477235.12,2038040.99,2.41
SM-73-P2,26,480177.03,2036206.51,-19.975
SM-68 P2,26,,,-20.475
SM-39-P2,26,480204.54,2036551.45,-17.005
SM-39-P2,26,480204.54,2036551.45,-23.08
SM-06-B2,26,,,-15.525
SM-16-P2,26,478795.23,2036506.72,-15.005
SM-16-P2,26,478795.23,2036506.72,-15.23
SM-16-P2,26,478795.23,2036506.72,-15.455
SM-54-P2,26,478894.52,2037846.9,3.495
SM-54-P2,26,478894.52,2037846.9,-5.055
SM-54-P2,26,478894.52,2037846.9,-21.255
SM-54-P2,26,478894.52,2037846.9,-25.53
SM-33-P2,26,479399.9,2036846.79,-15.435
SM-33-P2,26,479399.9,2036846.79,-27.81
SM-33-P2,26,479399.9,2036846.79,-30.735
SM-61-P1,26,478033.23,2036869.83,-25.435
SM-05-B2,26,478555.9,2037889.6,0.605
SM-24-P2,26,479387.3,2037585.89,-16.325
SM-24-P2,26,479387.3,2037585.89,-20.6
SM-50-P1,26,477300,2037635,-2.44
SM-31-P2,26,478600.11,2036846.19,-22.62
SM-31-P2,26,478600.11,2036846.19,-35.445
SM-27-P2,26,478831.45,2037198.64,-27.475
SM-27-P2,26,478831.45,2037198.64,-27.7
SM-27-P2,26,478831.45,2037198.64,-27.925
SM-27-P2,26,478831.45,2037198.64,-28.825
SM-59-P1,26,477834.91,2037045.31,3.045
SM-59-P1,26,477834.91,2037045.31,-5.28
SM-59-P1,26,477834.91,2037045.31,-7.755
SM-23-P2,26,478975.93,2037540.89,-31.17
SM-23-P2,26,478975.93,2037540.89,-34.545
SM-105-P2,26,,,-24.75
SM-105-P2,26,,,-53.325
SM-105-P2,26,,,-70.425
SM-105-P2,26,,,-112.275
SM-49-P1,26,477572.34,2038055.4,-7.805
SM-49-P1,26,477572.34,2038055.4,-22.88
SM-04-B1,26,479321.627,2036184.495,-18.8995
SM-45-P1,26,477444.49,2038334.58,-5.335
SM-45-P1,26,477444.49,2038334.58,-12.535
SM-45-P1,26,477444.49,2038334.58,-34.585
SM-17-P2,26,479997.31,2036524.08,-17.23
SM-17-P2,26,479997.31,2036524.08,-21.055
SM-08-B2,26,480108.48,2037238.9,-20.075
SM-60-P1,26,477583.84,2036816.3,-16.48
SM-60-P1,26,477583.84,2036816.3,-23.455
SM-18-P1,26,477502.42,2036933.38,-15.195
SM-18-P1,26,477502.42,2036933.38,-19.695
SM-18-P1,26,477502.42,2036933.38,-22.395
SM-18-P1,26,477502.42,2036933.38,-42.195
SM-09-B1,11.5,477265.19,2036624.23,-6.19
SM-09-B1,14,477265.19,2036624.23,-6.415
SM-09-B1,14.5,477265.19,2036624.23,-6.64
SM-09-B1,15,477265.19,2036624.23,-6.865
SM-67-P1,26,477857.4,2036377.24,-29.195
SM-67-P1,26,477857.4,2036377.24,-37.745
SM-67-P1,26,477857.4,2036377.24,-41.345
SM-67-P1,26,477857.4,2036377.24,-43.595
SM-35 P2,26,,,-18.225
SM-35 P2,26,,,-22.05
SM-35 P2,26,,,-27.675
SM-35 P2,26,,,-30.375
SM-62 P2,26,,,-21.825
SM-62 P2,26,,,-24.075
SM-72-P2,26,479543.59,2036219.22,-16.135
SM-02-B1,26,479959.6533,2036162.012,-21.181
SM-02-B1,26,479959.6533,2036162.012,-27.931
SM-19-P1,26,477471.6,2036261.55,-3.795
SM-19-P1,26,477471.6,2036261.55,-16.62
SM-19-P1,26,477471.6,2036261.55,-30.795
SM-51-P1,26,477639.95,2037631.92,-0.075
SM-51-P1,26,477639.95,2037631.92,-20.775
SM-51-P1,26,477639.95,2037631.92,-21
SM-51-P1,26,477639.95,2037631.92,-21.225
SM-51-P1,26,477639.95,2037631.92,-27.3
SM-51-P1,26,477639.95,2037631.92,-47.1
SM-51-P1,26,477639.95,2037631.92,-50.925
SM-51-P1,26,477639.95,2037631.92,-54.975
SM-51-P1,26,477639.95,2037631.92,-56.775
SM-36-P2,26,478362.19,2036503.28,-19.405
SM-36-P2,26,478362.19,2036503.28,-21.655
SM-36-P2,26,478362.19,2036503.28,-26.83
SM-36-P2,26,478362.19,2036503.28,-28.405
SM-10-B2,26,480515.3,2036275.1,-6.53
SM-10-B2,26,480515.3,2036275.1,-29.48
SM-10-B2,26,480515.3,2036275.1,-31.055
SM-55-P2,26,479329.18,2037687.79,-16.915
SM-55-P2,26,479329.18,2037687.79,-22.765
SM-55-P2,26,479329.18,2037687.79,-41.89
SM-13-P2,26,478456.28,2037422.21,-19.985
SM-25-P2,26,479793.28,2037531.65,-0.725
SM-25-P2,26,479793.28,2037531.65,-4.325
SM-06-B1,26,478330.36,2036080.3,-7.755
SM-52-P1,26,478098.81,2037573.26,-13.58
SM-52-P1,26,478098.81,2037573.26,-21.68
SM-10-B1,26,477226.3,2037121.54,-8.9
SM-53-P2,26,478414.1,2037512.4,-20.615
SM-53-P2,26,478414.1,2037512.4,-23.54
SM-53-P2,26,478414.1,2037512.4,-28.49
SM-53-P2,26,478414.1,2037512.4,-29.615
SM-53-P2,26,478414.1,2037512.4,-31.415
SM-53-P2,26,478414.1,2037512.4,-32.765
SM-53-P2,26,478414.1,2037512.4,-36.14
SM-53-P2,26,478414.1,2037512.4,-39.515
SM-53-P2,26,478414.1,2037512.4,-53.015
SM-53-P2,26,478414.1,2037512.4,-53.915
SM-14-P2,26,479685.63,2037378.89,-21.135
SM-14-P2,26,479685.63,2037378.89,-28.11
SM-14-P2,26,479685.63,2037378.89,-42.285
SM-14-P2,26,479685.63,2037378.89,-67.035
SM-37-P2,26,479213.08,2036499.92,-13.585
SM-37-P2,26,479213.08,2036499.92,-17.185
SM-37-P2,26,479213.08,2036499.92,-19.66
SM-37-P2,26,479213.08,2036499.92,-23.035
SM-44-P1,26,477193.08,2038327.98,-3.475
SM-44-P1,26,477189.844,2038327.449,-3.525
SM-44-P1,26,477193.08,2038327.98,-8.875
SM-44-P1,26,477189.844,2038327.449,-8.925
SM-44-P1,26,477193.08,2038327.98,-12.7
SM-44-P1,26,477189.844,2038327.449,-12.75
SM-44-P1,26,477193.08,2038327.98,-27.325
SM-44-P1,26,477189.844,2038327.449,-27.375
SM-70-P3,26,481498.09,2036695.19,-0.405
SM-70-P3,26,481498.09,2036695.19,-6.93
SM-07-B2,26,,,-22.275
SM-01-B1,26,480286.37,2036030.34,-9.93
SM-20-P1,26,477576.5,2038152.22,-39.015
SM-20-P1,26,477574.978,2038153.565,-39.085
SM-69-P2,26,478614.71,2036398.52,-21.79
SM-69-P2,26,478614.71,2036398.52,-25.39
SM-69-P2,26,478614.71,2036398.52,-26.065
SM-74-P3,26,480593.73,2036997.8,-28.985
SM-74-P3,26,480593.73,2036997.8,-30.785
SM-74-P3,26,480593.73,2036997.8,-31.01
SM-74-P3,26,480593.73,2036997.8,-31.235
SM-74-P3,26,480593.73,2036997.8,-33.935
SM-74-P3,26,480593.73,2036997.8,-40.235
SM-74-P3,26,480593.73,2036997.8,-42.035
SM-42-P1,26,477982.94,2038550.48,-1.57
SM-42-P1,26,477982.94,2038550.48,-4.045
SM-42-P1,26,477982.94,2038550.48,-5.17
SM-42-P1,26,477982.94,2038550.48,-14.62
SM-42-P1,26,477982.94,2038550.48,-15.295
SM-38-P2,26,479622.12,2036497.16,-34.235
SM-38-P2,26,479622.12,2036497.16,-35.585
SM-38-P2,26,479622.12,2036497.16,-35.81
SM-38-P2,26,479622.12,2036497.16,-36.035
SM-63-P1,26,477393.97,2036611.25,-19.315
SM-63-P1,26,477393.97,2036611.25,-20.665
SM-63-P1,26,477393.97,2036611.25,-23.815
SM-63-P1,26,477393.97,2036611.25,-35.065
SM-63-P1,26,477393.97,2036611.25,-37.09
SM-63-P1,26,477393.97,2036611.25,-47.215
SM-63-P1,26,477393.97,2036611.25,-47.44
SM-63-P1,26,477393.97,2036611.25,-47.665
SM-09-B2,26,480263.7,2036758.9,-7.505
SM-09-B2,26,480263.7,2036758.9,-14.93
SM-76-P3,26,481243.38,2036665.86,-33.34
SM-29-P2,26,479601.03,2037189.73,-19.155
SM-29-P2,26,479601.03,2037189.73,-21.18
SM-29-P2,26,479601.03,2037189.73,-22.98
SM-29-P2,26,479601.03,2037189.73,-36.93
SM-22-P2,26,478599.1,2037541.17,-21.215
SM-22-P2,26,478599.1,2037541.17,-29.54
SM-22-P2,26,478599.1,2037541.17,-30.215
SM-22-P2,26,478599.1,2037541.17,-36.74
SM-15-P2,26,479132.63,2036864.69,-7.515
SM-15-P2,26,479132.63,2036864.69,-14.265
SM-21-P3,25.5,481503.78,2037018.87,-38.01
SM-26-P2,25.5,478399.31,2037192.67,-36.69
SM-41-P1,25.5,477763.79,2038599.78,1.03
SM-41-P1,25.5,477763.79,2038599.78,-22.82
SM-65-P1,25.5,477374.93,2036265.02,-11.69
SM-73-P2,25.5,480177.03,2036206.51,-19.75
SM-73-P2,25.5,480177.03,2036206.51,-26.5
SM-54-P2,25.5,478894.52,2037846.9,-7.53
SM-33-P2,25.5,479399.9,2036846.79,-17.46
SM-50-P1,25.5,477300,2037635,-14.14
SM-31-P2,25.5,478600.11,2036846.19,-28.02
SM-31-P2,25.5,478600.11,2036846.19,-37.02
SM-27-P2,25.5,478831.45,2037198.64,-16.45
SM-49-P1,25.5,477572.34,2038055.4,-17.93
SM-45-P1,25.5,477444.49,2038334.58,-7.36
SM-45-P1,25.5,477444.49,2038334.58,-10.96
SM-45-P1,25.5,477444.49,2038334.58,-14.56
SM-45-P1,25.5,477444.49,2038334.58,-19.06
SM-17-P2,25.5,479997.31,2036524.08,-72.13
SM-08-B2,25.5,480108.48,2037238.9,-19.85
SM-08-B2,25.5,480108.48,2037238.9,-20.3
SM-60-P1,25.5,477583.84,2036816.3,-16.93
SM-35 P2,25.5,,,-21.6
SM-62 P2,25.5,,,-20.25
SM-02-B1,25.5,479959.6533,2036162.012,-18.706
SM-02-B1,25.5,479959.6533,2036162.012,-27.706
SM-51-P1,25.5,477639.95,2037631.92,-29.1
SM-51-P1,25.5,477639.95,2037631.92,-48
SM-51-P1,25.5,477639.95,2037631.92,-48.9
SM-51-P1,25.5,477639.95,2037631.92,-53.4
SM-36-P2,25.5,478362.19,2036503.28,-18.28
SM-36-P2,25.5,478362.19,2036503.28,-20.08
SM-36-P2,25.5,478362.19,2036503.28,-25.48
SM-10-B2,25.5,480515.3,2036275.1,-6.08
SM-10-B2,25.5,480515.3,2036275.1,-17.33
SM-55-P2,25.5,479329.18,2037687.79,-18.49
SM-52-P1,25.5,478098.81,2037573.26,-14.03
SM-52-P1,25.5,478098.81,2037573.26,-31.13
SM-53-P2,25.5,478414.1,2037512.4,-39.29
SM-14-P2,25.5,479685.63,2037378.89,-41.16
SM-37-P2,25.5,479213.08,2036499.92,-13.36
SM-37-P2,25.5,479213.08,2036499.92,-18.31
SM-44-P1,25.5,477193.08,2038327.98,0.35
SM-44-P1,25.5,477189.844,2038327.449,0.3
SM-07-B2,25.5,,,-21.15
SM-20-P1,25.5,477576.5,2038152.22,3.06
SM-20-P1,25.5,477574.978,2038153.565,2.99
SM-20-P1,25.5,477576.5,2038152.22,-8.64
SM-20-P1,25.5,477574.978,2038153.565,-8.71
SM-20-P1,25.5,477576.5,2038152.22,-9.99
SM-20-P1,25.5,477574.978,2038153.565,-10.06
SM-20-P1,25.5,477576.5,2038152.22,-18.09
SM-20-P1,25.5,477574.978,2038153.565,-18.16
SM-20-P1,25.5,477576.5,2038152.22,-32.94
SM-20-P1,25.5,477574.978,2038153.565,-33.01
SM-69-P2,25.5,478614.71,2036398.52,-16.84
SM-57-P1,25.5,477640.14,2037208.59,-38.25
SM-57-P1,25.5,477640.14,2037208.59,-38.7
SM-74-P3,25.5,480593.73,2036997.8,-30.11
SM-74-P3,25.5,480593.73,2036997.8,-33.71
SM-42-P1,25.5,477982.94,2038550.48,-3.82
SM-42-P1,25.5,477982.94,2038550.48,-14.17
SM-38-P2,25.5,479622.12,2036497.16,-30.41
SM-63-P1,25.5,477393.97,2036611.25,-23.59
SM-63-P1,25.5,477393.97,2036611.25,-39.34
SM-75-P1,25.5,477626.74,2037421.93,-21.31
SM-75-P1,25.5,477626.74,2037421.93,-23.11
SM-75-P1,25.5,477626.74,2037421.93,-23.56
SM-09-B2,25.5,480263.7,2036758.9,-15.38
SM-21-P3,25,481503.78,2037018.87,-31.035
SM-21-P3,25,481503.78,2037018.87,-40.485
SM-26-P2,25,478399.31,2037192.67,-27.24
SM-26-P2,25,478399.31,2037192.67,-36.915
SM-26-P2,25,478399.31,2037192.67,-44.79
SM-26-P2,25,478399.31,2037192.67,-32.415
SM-34-P2,25,479861.49,2036907.43,-41.99
SM-34-P2,25,479861.49,2036907.43,-43.115
SM-34-P2,25,479861.49,2036907.43,-24.665
SM-12-B1,25,477096.67,2038479.67,2.955
SM-12-B1,25,477096.67,2038479.67,-16.12
SM-12-B1,25,477096.67,2038479.67,-16.17
SM-12-B1,25,477096.67,2038479.67,-16.6
SM-12-B1,25,477096.67,2038479.67,-16.62
SM-12-B1,25,477096.67,2038479.67,-16.9
SM-12-B1,25,477096.67,2038479.67,-17.07
SM-12-B1,25,477096.67,2038479.67,-17.35
SM-12-B1,25,477096.67,2038479.67,-17.52
SM-43-P1,25,478112.67,2038510.48,-0.705
SM-43-P1,25,478109.666,2038510.974,-0.825
SM-40-P1,25,477608.176,2038623.913,-2.905
SM-40-P1,25,477608.176,2038623.913,-13.33
SM-40-P1,25,477608.176,2038623.913,-13.48
SM-40-P1,25,477608.176,2038623.913,-13.7
SM-40-P1,25,477608.176,2038623.913,-13.93
SM-40-P1,25,477608.176,2038623.913,-14.08
SM-40-P1,25,477608.176,2038623.913,-14.38
SM-40-P1,25,477608.176,2038623.913,-14.53
SM-40-P1,25,477608.176,2038623.913,-14.83
SM-40-P1,25,477608.176,2038623.913,-15.13
SM-40-P1,25,477608.176,2038623.913,-15.28
SM-40-P1,25,477608.176,2038623.913,-15.53
SM-40-P1,25,477608.176,2038623.913,-15.73
SM-40-P1,25,477608.176,2038623.913,-16.03
SM-40-P1,25,477608.176,2038623.913,-16.18
SM-40-P1,25,477608.176,2038623.913,-16.48
SM-40-P1,25,477608.176,2038623.913,-16.63
SM-40-P1,25,477608.176,2038623.913,-16.93
SM-40-P1,25,477608.176,2038623.913,-19.555
SM-40-P1,25,477608.176,2038623.913,-36.88
SM-40-P1,25,477608.176,2038623.913,-24.28
SM-03-B1,25,479599.92,2035977.75,-11.535
SM-03-B1,25,479599.92,2035977.75,-16.26
SM-03-B1,25,479599.92,2035977.75,-11.76
SM-11-B1,25,477167.57,2037681.46,-13.445
SM-11-B1,25,477167.57,2037681.46,-25.67
SM-11-B1,25,477167.57,2037681.46,-29.72
SM-41-P1,25,477763.79,2038599.78,-21.695
SM-41-P1,25,477763.79,2038599.78,-24.395
SM-32-P2,25,479000.45,2036846.64,-17.265
SM-32-P2,25,479000.45,2036846.64,-41.99
SM-32-P2,25,479000.45,2036846.64,-42.24
SM-65-P1,25,477374.93,2036265.02,-5.615
SM-65-P1,25,477374.93,2036265.02,-5.84
SM-65-P1,25,477374.93,2036265.02,-6.065
SM-65-P1,25,477374.93,2036265.02,-16.865
SM-65-P1,25,477374.93,2036265.02,-19.565
SM-65-P1,25,477374.93,2036265.02,-20.465
SM-65-P1,25,477374.93,2036265.02,-26.09
SM-48-P1,25,477235.12,2038040.99,-7.715
SM-48-P1,25,477235.12,2038040.99,-16.265
SM-48-P1,25,477235.12,2038040.99,-22.34
SM-30-P2,25,480015.16,2037202.47,-21.515
SM-30-P2,25,480015.16,2037202.47,-24.665
SM-30-P2,25,480015.16,2037202.47,-24.89
SM-30-P2,25,480015.16,2037202.47,-25.115
SM-30-P2,25,480015.16,2037202.47,-31.04
SM-30-P2,25,480015.16,2037202.47,-31.19
SM-30-P2,25,480015.16,2037202.47,-40.02
SM-30-P2,25,480015.16,2037202.47,-40.19
SM-30-P2,25,480015.16,2037202.47,-43.64
SM-30-P2,25,480015.16,2037202.47,-43.79
SM-30-P2,25,480015.16,2037202.47,-45.86
SM-30-P2,25,480015.16,2037202.47,-46.04
SM-30-P2,25,480015.16,2037202.47,-46.64
SM-30-P2,25,480015.16,2037202.47,-46.94
SM-30-P2,25,480015.16,2037202.47,-47.84
SM-30-P2,25,480015.16,2037202.47,-48.59
SM-30-P2,25,480015.16,2037202.47,-48.74
SM-30-P2,25,480015.16,2037202.47,-23.99
SM-73-P2,25,480177.03,2036206.51,-19.525
SM-73-P2,25,480177.03,2036206.51,-29.48
SM-73-P2,25,480177.03,2036206.51,-29.65
SM-73-P2,25,480177.03,2036206.51,-29.8
SM-73-P2,25,480177.03,2036206.51,-38.48
SM-73-P2,25,480177.03,2036206.51,-39.85
SM-73-P2,25,480177.03,2036206.51,-40
SM-73-P2,25,480177.03,2036206.51,-40.3
SM-73-P2,25,480177.03,2036206.51,-40.45
SM-73-P2,25,480177.03,2036206.51,-40.7
SM-73-P2,25,480177.03,2036206.51,-40.9
SM-73-P2,25,480177.03,2036206.51,-41.18
SM-73-P2,25,480177.03,2036206.51,-41.35
